transaction_id,order_id,customer_id,amount,currency,payment_method,bank,status,failure_reason,retry_count,created_at,is_recoverable,optimal_action,recovery_probability,expected_outcome
TXN_e863d2339297,ORDER_0004183,CUST_01590,97401.3,INR,NETBANKING,HDFC,FAILED,UPI_TIMEOUT,0,2026-07-09 00:25:47.122833,True,RETRY,0.847,RECOVERABLE
TXN_98073769996f,ORDER_0004184,CUST_01732,397.26,INR,WALLET,SBI,FAILED,CARD_EXPIRED,0,2026-07-09 04:20:54.122833,False,DO_NOT_CONTACT,0.153,NON_RECOVERABLE
TXN_355113e8569b,ORDER_0004185,CUST_01000,26003.31,INR,UPI,HDFC,SUCCESS,,0,2026-06-22 13:17:37.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ad9e10d118b0,ORDER_0004186,CUST_00337,29830.53,INR,CARD,HDFC,SUCCESS,,0,2026-08-15 14:25:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_06f96bcb2800,ORDER_0004187,CUST_01460,959.13,INR,WALLET,ICICI,SUCCESS,,0,2026-08-12 16:50:22.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e9e804da5f6e,ORDER_0004188,CUST_01667,2764.7,INR,UPI,ICICI,SUCCESS,,0,2026-08-25 16:38:14.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ba8da82c1d07,ORDER_0004189,CUST_01829,446.66,INR,NETBANKING,SBI,FAILED,UPI_TIMEOUT,0,2026-07-02 20:48:38.122833,True,RETRY,0.882,RECOVERABLE
TXN_ce2afa42bce6,ORDER_0004190,CUST_01861,1925.17,INR,WALLET,SBI,SUCCESS,,0,2026-07-28 08:25:30.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_1ccd8149f2fb,ORDER_0004191,CUST_00336,516.98,INR,CARD,AXIS,SUCCESS,,0,2026-08-23 04:40:37.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c0e2442ce143,ORDER_0004192,CUST_01046,25605.0,INR,WALLET,HDFC,FAILED,UPI_TIMEOUT,0,2026-07-03 02:57:27.122833,True,RETRY,0.845,RECOVERABLE
TXN_267ef208028d,ORDER_0004193,CUST_00996,239.26,INR,NETBANKING,SBI,SUCCESS,,0,2026-07-01 07:26:56.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_cbe2d4985f78,ORDER_0004194,CUST_00140,1793.09,INR,CARD,ICICI,SUCCESS,,0,2026-08-27 07:05:49.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a5f2ceed84e7,ORDER_0004195,CUST_00793,677.0,INR,UPI,KOTAK,SUCCESS,,0,2026-07-03 17:42:52.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_3baa025595f1,ORDER_0004196,CUST_00076,2708.28,INR,UPI,AXIS,SUCCESS,,0,2026-06-03 14:16:43.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_80362e992037,ORDER_0004197,CUST_00426,504.8,INR,WALLET,ICICI,SUCCESS,,0,2026-08-28 08:50:39.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d0afacc4603a,ORDER_0004198,CUST_01196,9998.35,INR,CARD,KOTAK,SUCCESS,,0,2026-08-01 04:52:54.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_604378fa6f17,ORDER_0004199,CUST_01384,6972.79,INR,WALLET,HDFC,SUCCESS,,0,2026-07-12 02:13:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_54f8570c5d7d,ORDER_0004200,CUST_00148,7371.28,INR,UPI,SBI,SUCCESS,,0,2026-07-04 04:55:09.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c28477bca6b8,ORDER_0004201,CUST_00989,80477.69,INR,UPI,HDFC,SUCCESS,,0,2026-06-20 10:33:40.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f3a5c63756e4,ORDER_0004202,CUST_00343,46594.87,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-08-24 20:55:12.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_43ff0fba0d76,ORDER_0004203,CUST_01285,3402.11,INR,UPI,ICICI,FAILED,INSUFFICIENT_FUNDS,0,2026-07-02 09:13:40.122833,False,DO_NOT_CONTACT,0.458,NON_RECOVERABLE
TXN_a724ca7eda95,ORDER_0004204,CUST_00946,715.99,INR,WALLET,HDFC,SUCCESS,,0,2026-06-04 19:44:37.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_43614c057cd1,ORDER_0004205,CUST_00520,1941.77,INR,WALLET,AXIS,SUCCESS,,0,2026-08-03 19:20:32.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_409cc67cc9c2,ORDER_0004206,CUST_00855,11554.24,INR,NETBANKING,AXIS,FAILED,UPI_TIMEOUT,0,2026-08-12 03:43:19.122833,True,RETRY,0.813,RECOVERABLE
TXN_9d56b172870c,ORDER_0004207,CUST_00934,573.79,INR,NETBANKING,AXIS,SUCCESS,,0,2026-08-19 06:38:37.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_305f2723eb61,ORDER_0004208,CUST_01289,22725.58,INR,CARD,KOTAK,SUCCESS,,0,2026-08-31 09:53:58.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_053347cc3664,ORDER_0004209,CUST_01431,7183.13,INR,WALLET,AXIS,SUCCESS,,0,2026-07-07 03:31:52.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_cccd7e951148,ORDER_0004210,CUST_01017,4618.98,INR,WALLET,KOTAK,SUCCESS,,0,2026-08-22 17:35:21.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_578c3c5e93b9,ORDER_0004211,CUST_00523,656.45,INR,NETBANKING,SBI,SUCCESS,,0,2026-07-23 23:12:22.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_dcba0bb2e8cb,ORDER_0004212,CUST_00646,61564.17,INR,NETBANKING,KOTAK,FAILED,NETWORK_TIMEOUT,0,2026-06-10 23:34:31.122833,True,RETRY,0.85,RECOVERABLE
TXN_cc43eacd32fe,ORDER_0004213,CUST_00382,771.18,INR,UPI,KOTAK,SUCCESS,,0,2026-08-05 21:03:00.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_93acdd744ba4,ORDER_0004214,CUST_01665,94328.43,INR,UPI,SBI,SUCCESS,,0,2026-07-06 17:52:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c96bf63de3cd,ORDER_0004215,CUST_00165,7840.57,INR,CARD,ICICI,SUCCESS,,0,2026-06-07 08:54:26.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c23133438858,ORDER_0004216,CUST_01203,12745.5,INR,WALLET,ICICI,SUCCESS,,0,2026-08-05 18:37:31.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_9ec4c1ce5e2f,ORDER_0004217,CUST_01425,60297.11,INR,NETBANKING,HDFC,SUCCESS,,0,2026-07-20 11:56:37.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d0bd4e2684d6,ORDER_0004218,CUST_00499,3286.8,INR,UPI,SBI,FAILED,UPI_TIMEOUT,0,2026-06-14 10:52:13.122833,True,RETRY,0.876,RECOVERABLE
TXN_2cd23e20d9f3,ORDER_0004219,CUST_01058,230.27,INR,UPI,ICICI,SUCCESS,,0,2026-08-29 01:46:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_fd3ca71b243c,ORDER_0004220,CUST_01338,70920.23,INR,CARD,SBI,SUCCESS,,0,2026-08-27 11:35:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b05e45c76710,ORDER_0004221,CUST_00113,932.95,INR,WALLET,AXIS,SUCCESS,,0,2026-08-30 07:02:17.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2758f91df506,ORDER_0004222,CUST_00354,5644.08,INR,WALLET,KOTAK,SUCCESS,,0,2026-06-06 20:42:02.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_57dbaeac9ca0,ORDER_0004223,CUST_00324,359.23,INR,WALLET,HDFC,SUCCESS,,0,2026-06-28 01:12:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_09a50b09e60f,ORDER_0004224,CUST_00791,8048.58,INR,NETBANKING,HDFC,SUCCESS,,0,2026-06-28 04:20:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ccd4e27421fe,ORDER_0004225,CUST_00478,72333.1,INR,UPI,KOTAK,SUCCESS,,0,2026-07-05 17:06:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e84dac9d2187,ORDER_0004226,CUST_00303,137.49,INR,UPI,HDFC,SUCCESS,,0,2026-08-03 05:00:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7cd5c8e17b9e,ORDER_0004227,CUST_00900,7558.09,INR,CARD,KOTAK,SUCCESS,,0,2026-07-10 16:07:23.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7a8fe488b824,ORDER_0004228,CUST_00173,3336.27,INR,WALLET,AXIS,SUCCESS,,0,2026-07-04 13:31:25.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c0917dbb34e7,ORDER_0004229,CUST_01895,664.3,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-07-22 13:59:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b3c486c9b38e,ORDER_0004230,CUST_01614,5777.59,INR,UPI,SBI,FAILED,INSUFFICIENT_FUNDS,0,2026-08-12 06:44:23.122833,True,PAYMENT_LINK,0.478,RECOVERABLE
TXN_790b1444d029,ORDER_0004231,CUST_00282,72753.13,INR,NETBANKING,ICICI,FAILED,BANK_DECLINED,0,2026-08-02 03:05:09.122833,True,PAYMENT_LINK,0.589,RECOVERABLE
TXN_15045b463745,ORDER_0004232,CUST_00852,846.63,INR,UPI,HDFC,SUCCESS,,0,2026-07-13 01:19:25.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6d640f7f5d80,ORDER_0004233,CUST_00053,22424.69,INR,NETBANKING,AXIS,FAILED,NETWORK_TIMEOUT,0,2026-06-04 20:01:43.122833,True,RETRY,0.977,RECOVERABLE
TXN_d7758b4f6fd8,ORDER_0004234,CUST_01534,896.25,INR,CARD,ICICI,FAILED,INSUFFICIENT_FUNDS,0,2026-07-26 13:58:04.122833,False,DO_NOT_CONTACT,0.446,NON_RECOVERABLE
TXN_4b9b2efddb1a,ORDER_0004235,CUST_00739,53379.5,INR,NETBANKING,ICICI,SUCCESS,,0,2026-06-29 12:02:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_8a238fe10d3a,ORDER_0004236,CUST_00385,89398.64,INR,NETBANKING,AXIS,SUCCESS,,0,2026-08-01 08:20:51.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a8490fbc531c,ORDER_0004237,CUST_01734,113.88,INR,WALLET,ICICI,SUCCESS,,0,2026-08-15 09:07:30.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_34fdba7dd78e,ORDER_0004238,CUST_01005,99530.02,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-19 00:59:53.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_4f06ee5a69b3,ORDER_0004239,CUST_00425,991.3,INR,CARD,KOTAK,SUCCESS,,0,2026-08-11 08:01:38.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_bb9afedf6aa2,ORDER_0004240,CUST_01755,612.58,INR,CARD,AXIS,FAILED,BANK_DECLINED,0,2026-06-27 19:18:45.122833,True,PAYMENT_LINK,0.617,RECOVERABLE
TXN_b20ad03d71f4,ORDER_0004241,CUST_01215,6070.22,INR,UPI,HDFC,FAILED,BANK_DECLINED,0,2026-06-25 06:07:45.122833,True,PAYMENT_LINK,0.597,RECOVERABLE
TXN_5eaf65bb80e9,ORDER_0004242,CUST_00892,2153.31,INR,UPI,AXIS,SUCCESS,,0,2026-08-27 07:12:58.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2e966824743e,ORDER_0004243,CUST_00042,52680.89,INR,UPI,AXIS,FAILED,NETWORK_TIMEOUT,0,2026-06-08 01:32:33.122833,True,RETRY,0.977,RECOVERABLE
TXN_f22a463c92af,ORDER_0004244,CUST_00945,29895.64,INR,UPI,SBI,SUCCESS,,0,2026-08-12 11:44:46.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_64b6905aabf7,ORDER_0004245,CUST_00912,60093.39,INR,WALLET,KOTAK,SUCCESS,,0,2026-08-15 07:17:14.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b221eecc4090,ORDER_0004246,CUST_01410,8332.23,INR,UPI,SBI,SUCCESS,,0,2026-08-22 15:23:14.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_30fd576b48b2,ORDER_0004247,CUST_01165,69474.66,INR,WALLET,KOTAK,SUCCESS,,0,2026-08-28 02:21:22.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2d995863ec20,ORDER_0004248,CUST_00046,94533.5,INR,CARD,SBI,SUCCESS,,0,2026-08-06 00:32:51.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c8af81f78966,ORDER_0004249,CUST_00600,267.01,INR,CARD,KOTAK,SUCCESS,,0,2026-08-11 04:52:20.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5b2382e7516b,ORDER_0004250,CUST_00376,78754.76,INR,UPI,KOTAK,SUCCESS,,0,2026-06-23 19:07:09.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_dbf796488957,ORDER_0004251,CUST_00692,13756.1,INR,CARD,ICICI,SUCCESS,,0,2026-07-22 12:37:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_15df418524f5,ORDER_0004252,CUST_01928,5816.6,INR,UPI,HDFC,SUCCESS,,0,2026-07-19 16:23:59.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b973feacb596,ORDER_0004253,CUST_00399,55214.36,INR,UPI,SBI,SUCCESS,,0,2026-07-11 08:37:23.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_df373cd7fb1e,ORDER_0004254,CUST_01565,8215.39,INR,CARD,AXIS,FAILED,BANK_DECLINED,0,2026-08-12 20:51:45.122833,True,PAYMENT_LINK,0.584,RECOVERABLE
TXN_3ce1af68e689,ORDER_0004255,CUST_01875,3929.08,INR,NETBANKING,ICICI,FAILED,BANK_DECLINED,0,2026-06-16 19:52:21.122833,True,PAYMENT_LINK,0.578,RECOVERABLE
TXN_6455d727fd37,ORDER_0004256,CUST_01430,4216.73,INR,CARD,AXIS,SUCCESS,,0,2026-07-03 21:33:29.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_bc8d3120c083,ORDER_0004257,CUST_01365,73820.73,INR,CARD,AXIS,SUCCESS,,0,2026-08-02 14:53:42.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ccbfac361365,ORDER_0004258,CUST_00460,5526.52,INR,WALLET,HDFC,SUCCESS,,0,2026-07-24 18:42:42.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e337ae44e7ae,ORDER_0004259,CUST_01528,17828.7,INR,NETBANKING,SBI,SUCCESS,,0,2026-06-08 20:21:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c96fdca48e0c,ORDER_0004260,CUST_00389,57390.7,INR,UPI,HDFC,SUCCESS,,0,2026-08-27 17:58:34.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_cca1aa0c8130,ORDER_0004261,CUST_00257,984.48,INR,WALLET,KOTAK,SUCCESS,,0,2026-08-23 01:26:50.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_97512b5b084a,ORDER_0004262,CUST_00245,2060.35,INR,WALLET,ICICI,SUCCESS,,0,2026-07-13 19:17:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_59d8cd8987f1,ORDER_0004263,CUST_01910,3016.18,INR,NETBANKING,HDFC,SUCCESS,,0,2026-08-18 00:30:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6c7b43a62a0b,ORDER_0004264,CUST_01738,7907.53,INR,UPI,AXIS,FAILED,INSUFFICIENT_FUNDS,0,2026-07-02 18:18:09.122833,False,DO_NOT_CONTACT,0.492,NON_RECOVERABLE
TXN_0b4459f759d8,ORDER_0004265,CUST_01581,49653.97,INR,NETBANKING,SBI,SUCCESS,,0,2026-07-14 00:48:21.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_9b82a904324a,ORDER_0004266,CUST_01654,313.82,INR,WALLET,HDFC,SUCCESS,,0,2026-07-27 12:35:54.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7aa879c1fc84,ORDER_0004267,CUST_01029,959.87,INR,NETBANKING,ICICI,SUCCESS,,0,2026-06-08 12:33:52.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_0421c0d2d017,ORDER_0004268,CUST_00188,851.56,INR,WALLET,ICICI,SUCCESS,,0,2026-06-10 22:26:11.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f7c39cfea1d3,ORDER_0004269,CUST_00530,52786.0,INR,NETBANKING,HDFC,SUCCESS,,0,2026-06-17 16:05:08.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_236739118f18,ORDER_0004270,CUST_01913,3527.04,INR,CARD,HDFC,SUCCESS,,0,2026-08-15 07:43:08.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_cb674d33a901,ORDER_0004271,CUST_00195,37477.87,INR,UPI,SBI,SUCCESS,,0,2026-07-30 20:56:15.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_120f58f12c5f,ORDER_0004272,CUST_01957,59796.75,INR,CARD,KOTAK,FAILED,INSUFFICIENT_FUNDS,0,2026-08-02 14:42:41.122833,True,PAYMENT_LINK,0.473,RECOVERABLE
TXN_ec68ff81da62,ORDER_0004273,CUST_00035,567.91,INR,UPI,ICICI,SUCCESS,,0,2026-06-10 15:19:55.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6612673dcbe1,ORDER_0004274,CUST_00963,8868.2,INR,NETBANKING,HDFC,SUCCESS,,0,2026-06-03 09:15:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a0cfc1edbf6f,ORDER_0004275,CUST_01186,814.27,INR,WALLET,SBI,SUCCESS,,0,2026-06-09 14:06:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2851779117ff,ORDER_0004276,CUST_00663,29725.62,INR,NETBANKING,SBI,SUCCESS,,0,2026-06-26 02:17:26.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_1cffdbd178ec,ORDER_0004277,CUST_01484,45921.87,INR,CARD,AXIS,SUCCESS,,0,2026-07-19 18:45:28.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b5308b353903,ORDER_0004278,CUST_01690,4113.29,INR,CARD,HDFC,SUCCESS,,0,2026-08-27 02:39:49.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_86eaac6cae3c,ORDER_0004279,CUST_00025,3205.44,INR,NETBANKING,HDFC,SUCCESS,,0,2026-06-06 13:40:31.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_bcd83f0c3d3f,ORDER_0004280,CUST_00617,87021.29,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-08-21 16:02:39.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_12223f13789b,ORDER_0004281,CUST_00325,991.51,INR,WALLET,KOTAK,FAILED,INSUFFICIENT_FUNDS,0,2026-06-07 06:23:38.122833,False,DO_NOT_CONTACT,0.498,NON_RECOVERABLE
TXN_a3cec960832f,ORDER_0004282,CUST_00853,45557.9,INR,NETBANKING,SBI,SUCCESS,,0,2026-08-24 08:59:15.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7621dc8be945,ORDER_0004283,CUST_01341,15666.99,INR,UPI,ICICI,SUCCESS,,0,2026-08-08 16:13:03.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c8ba2dfddbd4,ORDER_0004284,CUST_01097,5776.44,INR,UPI,AXIS,SUCCESS,,0,2026-07-15 18:00:08.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_0ec471a00f21,ORDER_0004285,CUST_01416,23820.75,INR,UPI,SBI,SUCCESS,,0,2026-07-07 23:32:59.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_0714c280d972,ORDER_0004286,CUST_00981,2536.41,INR,UPI,KOTAK,SUCCESS,,0,2026-07-03 18:18:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_71a04cd0ce62,ORDER_0004287,CUST_01387,68410.72,INR,CARD,AXIS,SUCCESS,,0,2026-06-23 17:11:42.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_fbdc815bb81c,ORDER_0004288,CUST_00840,8748.06,INR,WALLET,HDFC,SUCCESS,,0,2026-07-05 15:03:04.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_df0debf91b63,ORDER_0004289,CUST_01797,887.28,INR,CARD,HDFC,FAILED,CARD_EXPIRED,0,2026-07-10 02:27:22.122833,False,DO_NOT_CONTACT,0.166,NON_RECOVERABLE
TXN_94aee29d4f6e,ORDER_0004290,CUST_00842,3338.39,INR,NETBANKING,AXIS,FAILED,CUSTOMER_CANCELLED,0,2026-07-11 04:59:28.122833,False,DO_NOT_CONTACT,0.057,NON_RECOVERABLE
TXN_a4280bbcc0e5,ORDER_0004291,CUST_00088,5607.99,INR,UPI,HDFC,SUCCESS,,0,2026-06-02 20:15:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_07ea24ada293,ORDER_0004292,CUST_01303,6485.59,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-22 04:43:18.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_44476e990d63,ORDER_0004293,CUST_00965,90433.95,INR,CARD,ICICI,SUCCESS,,0,2026-07-27 21:26:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_75d4641d690f,ORDER_0004294,CUST_00773,6464.35,INR,WALLET,SBI,SUCCESS,,0,2026-07-08 23:20:57.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e769546d9f9a,ORDER_0004295,CUST_01742,2378.59,INR,CARD,ICICI,SUCCESS,,0,2026-07-01 14:56:04.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5b76ef10e96b,ORDER_0004296,CUST_00920,3761.37,INR,CARD,SBI,SUCCESS,,0,2026-06-22 14:23:58.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e20f42425985,ORDER_0004297,CUST_00665,34803.34,INR,NETBANKING,HDFC,FAILED,CARD_EXPIRED,0,2026-06-19 20:46:08.122833,False,DO_NOT_CONTACT,0.167,NON_RECOVERABLE
TXN_8d35260d6bdd,ORDER_0004298,CUST_01053,32008.35,INR,CARD,SBI,SUCCESS,,0,2026-07-05 06:06:11.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d8e9a4c12986,ORDER_0004299,CUST_00886,5282.82,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-07-06 15:06:01.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d3ef22d32814,ORDER_0004300,CUST_01108,3873.15,INR,CARD,ICICI,SUCCESS,,0,2026-06-04 10:02:12.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f7c37c0178e2,ORDER_0004301,CUST_01860,65148.14,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-18 16:01:58.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_59a18b54fe03,ORDER_0004302,CUST_00236,6747.82,INR,WALLET,SBI,SUCCESS,,0,2026-07-24 17:46:00.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_eb9b408baa76,ORDER_0004303,CUST_01055,5433.66,INR,CARD,AXIS,SUCCESS,,0,2026-08-19 08:08:17.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a566dd131014,ORDER_0004304,CUST_01951,75333.16,INR,UPI,AXIS,SUCCESS,,0,2026-06-28 09:19:51.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2f57c3518908,ORDER_0004305,CUST_00218,8727.36,INR,NETBANKING,ICICI,FAILED,BANK_DECLINED,0,2026-08-08 23:20:49.122833,True,PAYMENT_LINK,0.559,RECOVERABLE
TXN_7d1c51fb7f73,ORDER_0004306,CUST_01256,8786.16,INR,NETBANKING,AXIS,SUCCESS,,0,2026-07-30 05:53:04.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_3581c12f2770,ORDER_0004307,CUST_00299,517.43,INR,UPI,SBI,SUCCESS,,0,2026-06-13 06:11:36.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_108bc5898fd8,ORDER_0004308,CUST_00101,3997.23,INR,NETBANKING,SBI,SUCCESS,,0,2026-08-24 23:31:58.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_295ef66edaac,ORDER_0004309,CUST_01233,305.84,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-08-05 23:45:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_3fe4d2851a6e,ORDER_0004310,CUST_01040,33617.35,INR,UPI,ICICI,FAILED,INSUFFICIENT_FUNDS,0,2026-07-19 13:35:57.122833,True,PAYMENT_LINK,0.518,RECOVERABLE
TXN_b411e323e430,ORDER_0004311,CUST_00154,42875.42,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-07-05 07:05:14.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ac9fcbc58feb,ORDER_0004312,CUST_01818,40834.79,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-12 14:15:05.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a506995dd735,ORDER_0004313,CUST_01517,3781.19,INR,UPI,HDFC,FAILED,UPI_TIMEOUT,0,2026-08-26 14:30:43.122833,True,RETRY,0.783,RECOVERABLE
TXN_a3406a18e843,ORDER_0004314,CUST_00512,5208.34,INR,CARD,ICICI,FAILED,CARD_EXPIRED,0,2026-06-17 07:43:54.122833,False,DO_NOT_CONTACT,0.153,NON_RECOVERABLE
TXN_06dcec8c1e70,ORDER_0004315,CUST_00188,2301.11,INR,UPI,AXIS,SUCCESS,,0,2026-07-06 12:48:03.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_81d9c5ba6b27,ORDER_0004316,CUST_00373,70673.6,INR,WALLET,AXIS,SUCCESS,,0,2026-08-17 21:18:35.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ba93a954fbf4,ORDER_0004317,CUST_00308,4096.09,INR,UPI,KOTAK,SUCCESS,,0,2026-08-22 11:04:45.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_614cf9299761,ORDER_0004318,CUST_01900,9351.69,INR,UPI,HDFC,SUCCESS,,0,2026-07-11 16:08:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7af2753e28da,ORDER_0004319,CUST_01225,8086.73,INR,CARD,ICICI,FAILED,BANK_DECLINED,0,2026-08-02 13:52:24.122833,True,PAYMENT_LINK,0.608,RECOVERABLE
TXN_d96584f223ee,ORDER_0004320,CUST_01172,676.25,INR,CARD,KOTAK,SUCCESS,,0,2026-06-23 07:38:03.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
